X,Y1,Y2
0.01,0.060443180534799794,0.6462235673515604
0.0100990099009901,0.055885528284584034,0.6405894025884094
0.010198019801980198,0.05156510654197818,0.6347032571313691
0.010297029702970298,0.04747583390083729,0.6285749899763533
0.010396039603960397,0.043611535259249566,0.622214630786757
0.010495049504950496,0.039965951062468114,0.6156323590587088
0.010594059405940595,0.0365327461877763,0.6088384833940879
0.010693069306930694,0.033305518496515675,0.6018434209037139
0.010792079207920793,0.03027780707786632,0.5946576767629743
0.01089108910891089,0.027443100208271197,0.587291823942018
0.01099009900990099,0.02479484304963939,0.5797564831325398
0.011089108910891089,0.022326445108646648,0.5720623028930633
0.011188118811881188,0.020031287478571698,0.5642199400345116
0.011287128712871287,0.01790272988415858,0.5562400402677262
0.011386138613861386,0.01593411754897277,0.5481332191344362
0.011485148514851485,0.01411878790361655,0.5399100432430098
0.011584158415841584,0.012450077151980593,0.531581011830108
0.011683168316831683,0.01092132671143,0.5231565386691296
0.011782178217821782,0.009525889541449051,0.514646934346062
0.011881188118811881,0.008257136373798345,0.5060623889230433
0.01198019801980198,0.007108461855669287,0.4974129550095924
0.01207920792079208,0.006073290615656033,0.4887085312610697
0.012178217821782179,0.005145083260607123,0.47995884632349295
0.012277227722772278,0.0043173423095745735,0.47117344324333565
0.012376237623762377,0.00358361806915543,0.46236166436039516
0.012475247524752476,0.0029375144525309446,0.4535326367012058
0.012574257425742575,0.002372694742465517,0.44469525788980396
0.012673267326732674,0.0018828872964474623,0.43585818259190995
0.012772277227722773,0.0014618911900555866,0.42702980950777586
0.012871287128712872,0.0011035817925403725,0.41821826892805414
0.01297029702970297,0.0008019162665397134,0.4094314108660604
0.013069306930693069,0.0005509389818314747,0.4006767937787375
0.013168316831683168,0.0003447868310853696,0.39196167388746667
0.013267326732673267,0.0001776944337422878,0.3832929951086184
0.013366336633663366,4.399921244863827e-05,0.37467737960238634
0.013465346534653465,-6.185367506482776e-05,0.3661211189470042
0.013564356435643564,-0.00014530656711777206,0.35763016594391056
0.013663366336633663,-0.00021168471181591108,0.34921012705780363
0.013762376237623762,-0.000266191883859766,0.3408662554938257
0.013861386138613862,-0.0003139062255149268,0.33260344491234173
0.01396039603960396,-0.0003597763331577897,0.3244262237799453
0.01405940594059406,-0.00040861761082659873,0.31633875035344794
0.014158415841584157,-0.000465108911898069,0.30834480829170474
0.014257425742574256,-0.0005337894893631117,0.3004478028882231
0.014356435643564355,-0.0006190562741833935,0.29265075791561074
0.014455445544554454,-0.0007251614998704464,0.28495631307107705
0.014554455445544554,-0.0008562106897422607,0.27736672201043183
0.014653465346534653,-0.001016161021285017,0.2698838509563627
0.014752475247524752,-0.0012088200796911508,0.2625091778652506
0.01485148514851485,-0.001437845009975392,0.2552437921354365
0.01495049504950495,-0.0017067420741087953,0.24808839483872192
0.015049504950495049,-0.0020188666163825884,0.24104329945600528
0.015148514851485148,-0.002377423436748828,0.2341084330973748
0.015247524752475247,-0.0027854675682172873,0.22728333818672472
0.015346534653465346,-0.003245905450555079,0.220567174591087
0.015445544554455445,-0.0037614964885778392,0.21395872217540948
0.015544554455445544,-0.004334854979282029,0.20745638376450531
0.015643564356435644,-0.004968452387992128,0.20105818849538679
0.015742574257425743,-0.005664619949630988,0.19476179554521636
0.015841584158415842,-0.006425551567213895,0.18856449822269586
0.01594059405940594,-0.007253306975765035,0.18246322841390436
0.01603960396039604,-0.008149815136106799,0.1764545613774206
0.01613861386138614,-0.0091168778194251,0.1705347208880555
0.016237623762376238,-0.010156173340213653,0.16469958473370405
0.016336633663366337,-0.011269260392191864,0.15894469057572957
0.016435643564356436,-0.012457581939117564,0.1532652421899389
0.016534653465346535,-0.013722469110118426,0.1476561161126214
0.016633663366336635,-0.015065145047283415,0.14211186872432108
0.016732673267326734,-0.016486728651824746,0.136626743813013
0.016831683168316833,-0.017988238174176056,0.131194680668176
0.016930693069306932,-0.019570594592966055,0.12580932276790696
0.01702970297029703,-0.02123462472792898,0.12046402713272228
0.01712871287128713,-0.02298106403251196,0.11515187443204594
0.01722772277227723,-0.024810559013241477,0.10986567994260216
0.017326732673267328,-0.026723669224841602,0.10459800547201512
0.017425742574257427,-0.028720868792679377,0.09934117237587177
0.017524752475247526,-0.030802547417370655,0.0940872758123214
0.017623762376237626,-0.03296901082033545,0.08882820039495833
0.01772277227722772,-0.03522048059376715,0.08355563742224369
0.017821782178217824,-0.03755709342389696,0.07826110388004118
0.017920792079207923,-0.03997889966261558,0.07293596343292968
0.018019801980198022,-0.04248586122948046,0.06757144963975477
0.01811881188118812,-0.04507784883391166,0.062158691649314035
0.018217821782178217,-0.047754638515984105,0.05668874265303226
0.018316831683168316,-0.050515907513682366,0.05115261139283533
0.018415841584158415,-0.0533612294748164,0.045541297043998265
0.018514851485148514,-0.05629006904302473,0.03984582781429638
0.018613861386138613,-0.059301775859433935,0.03405730362204232
0.018712871287128712,-0.06239557803461537,0.028166943236188898
0.01881188118811881,-0.06557057515949463,0.02216613628117472
0.01891089108910891,-0.06882573093883088,0.016046500527045152
0.01900990099009901,-0.07215986554679123,0.00979994490093727
0.01910891089108911,-0.07557164782098576,0.0034187386684818243
0.019207920792079208,-0.07905958742907725,-0.0031044127578948384
0.019306930693069307,-0.08262202716069278,-0.009776284923505778
0.019405940594059406,-0.0862571355167786,-0.0166030438916855
0.019504950495049505,-0.0899628997886661,-0.023590147813866622
0.019603960396039604,-0.09373711983983404,-0.030742240084332538
0.019702970297029703,-0.0975774028245024,-0.03806303368702189
0.019801980198019802,-0.10148115909857165,-0.04555518638811637
0.0199009900990099,-0.10544559959977141,-0.053220166490795875
0.019999999999999997,-0.1094677349948822,-0.061058108950149854
0.020099009900990096,-0.11354437691214941,-0.06906766174964374
0.020198019801980195,-0.11767214159603952,-0.07724582256876415
0.020297029702970294,-0.12184745633871373,-0.08558776592761991
0.020396039603960393,-0.126066569057325,-0.09408666118150392
0.020495049504950492,-0.1303255613976562,-0.10273348195981677
0.02059405940594059,-0.13462036575175113,-0.11151680790225284
0.02069306930693069,-0.13894678657891743,-0.12042261984341986
0.02079207920792079,-0.14330052641450672,-0.1294340899373716
0.02089108910891089,-0.14767721693770683,-0.1385313685976162
0.020990099009900988,-0.15207245544652337,-0.1476913705570825
0.021089108910891087,-0.1564818470532698,-0.1568875628265176
0.021188118811881186,-0.16090105286510145,-0.16608975784808883
0.021287128712871285,-0.16532584434907108,-0.17526391570159924
0.021386138613861384,-0.1697521639973041,-0.18437195982024182
0.021485148514851483,-0.1741761923024579,-0.19337161130586764
